Step,900
0,-2.35736E-05
1,1.051315426
2,1.174844663
3,1.342950687
4,1.349131368
5,1.293906519
6,1.367905578
7,1.548884903
8,1.509393605
9,1.726655897
10,1.350940313
11,1.61610384
12,1.475282887
13,1.701067669
14,1.456399758
15,1.582849686
16,1.589368926
17,1.700466189
18,1.739310548
19,1.362023518
20,1.546199665
21,1.349644459
22,1.654929546
23,1.707478776
24,1.663509779
25,2.168315727
26,1.683084472
27,1.97844114
28,1.887976099
29,1.734498759
30,1.71784622
31,1.549387225
32,1.932725741
33,1.752030344
34,1.77249856
35,1.593621585
36,1.74237975
37,1.889609269
38,1.788023733
39,1.956551335
40,1.497058685
41,1.753183891
42,1.739068377
43,1.679997048
44,1.794710979
45,1.913274132
46,1.872433491
47,1.796580136
48,2.048187815
49,2.13534375
50,1.717678509
51,1.963746483
52,1.987288419
53,1.76756652
54,1.86985802
55,1.627083671
56,1.853162505
57,1.770160531
58,2.124220893
59,1.868624202
60,2.06353116
61,2.208688685
62,2.059568713
63,1.904562698
64,1.66301811
65,1.8068458
66,1.811334575
67,1.270324452
68,1.996208556
69,1.963023086
70,1.825054454
71,1.979849066
72,1.539267754
73,2.015761232
74,2.297555555
75,1.998483575
76,1.817427485
77,1.750801131
78,2.153045308
79,2.17211358
80,1.931662906
81,2.128737451
82,1.723681686
83,1.826074152
84,2.023695487
85,2.092048091
86,2.298140943
87,1.905434889
88,1.920596798
89,1.684513468
90,2.228575841
91,1.728142758
92,1.659821426
93,1.772308025
94,1.758212956
95,2.315951283
96,2.17481856
97,2.009222628
98,1.843738151
99,1.872149057
100,1.942666763
101,1.743250516
102,1.819233175
103,1.964932813
104,2.116937675
105,1.950795812
106,1.652782125
107,1.907369583
108,1.816565765
109,1.996830306
110,1.963294901
111,2.281257293
112,2.030295182
113,1.867782591
114,2.009116874
115,2.086309371
116,1.778476962
117,1.84522093
118,1.828419799
119,1.984528617
120,1.593353232
121,2.056280686
122,2.297633609
123,2.007172995
124,1.994130704
125,1.614089142
126,1.658676605
127,1.986517932
128,2.186298103
129,1.978341136
130,2.185010122
131,1.756544026
132,1.804190944
133,2.109430878
134,2.154072965
135,2.214367785
136,1.991858361
137,2.111700415
138,1.600813582
139,2.318957035
140,1.919318747
141,2.156882503
142,1.953399123
143,2.415136115
144,2.003925461
145,2.342992477
146,1.822152497
147,1.808188615
148,1.954521558
149,1.992267874
150,2.079167679
151,2.145275333
152,1.684867883
153,1.665848117
154,1.767078992
155,1.84005471
156,1.921841919
157,1.666848609
158,1.912835652
159,2.212363426
160,1.81674216
161,1.858298868
162,1.948148215
163,2.175962478
164,1.951546033
165,1.919978815
166,1.961614987
167,1.870566555
168,1.615281529
169,1.875444519
170,2.237822458
171,2.078938641
172,1.900467116
173,2.133703415
174,1.830201841
175,1.916357928
176,1.609420092
177,1.623206007
178,2.107041588
179,1.841709654
180,1.855515711
181,2.193747683
182,1.709767754
183,1.784722875
184,2.04691167
185,2.02785065
186,1.886909764
187,2.224841398
188,1.837934842
189,1.812134601
190,1.85520776
191,1.810098213
192,1.946579074
193,2.185851732
194,1.764660562
195,2.052313363
196,2.023708881
197,1.739184256
198,1.825134795
199,2.087775571
200,1.927169863
201,2.101195347
202,1.78171205
203,2.206185533
204,2.11895423
205,2.056666106
206,1.895698644
207,1.85973633
208,1.642710864
209,2.050408994
210,1.882687013
211,1.921323992
212,2.253343098
213,2.133049268
214,1.634988819
215,1.797441415
216,1.937877976
217,1.87044533
218,2.185765395
219,1.931364434
220,2.013897506
221,1.919166369
222,1.847341329
223,2.17930152
224,2.12250968
225,1.995304811
226,1.58199234
227,1.905274966
228,2.130776075
229,2.254980666
230,1.948639568
231,1.868782523
232,1.991876702
233,1.841048174
234,1.824925228
235,1.937710184
236,1.843987162
237,2.08148663
238,2.154817747
239,2.047906623
240,1.886485428
241,2.032159705
242,2.113406452
243,2.025444086
244,1.867511105
245,1.760006654
246,1.92780007
247,2.099192023
248,1.906777513
249,2.209506473
250,2.002849355
251,1.650862279
252,1.836353288
253,2.043461703
254,2.272590921
255,1.799359777
256,1.993637177
257,2.094788035
258,2.058152758
259,1.811046552
260,2.076274602
261,1.973878824
262,2.309416798
263,2.080180521
264,2.024751002
265,1.963407131
266,1.771087727
267,1.879767525
268,2.297487724
269,2.00843206
270,1.828041769
271,1.978886141
272,1.967609008
273,1.90255908
274,2.092604863
275,2.135491031
276,1.569372727
277,1.951487082
278,1.916253262
279,1.916998572
280,2.256969247
281,2.060133145
282,2.207485016
283,1.984991296
284,1.99945359
285,2.357758282
286,2.003726861
287,1.81140254
288,2.137973761
289,2.116559295
290,2.087517808
291,1.944173881
292,1.975308964
293,2.11241874
294,2.08667948
295,2.23141624
296,2.172539342
297,2.113875058
298,2.082124679
299,1.988554316
300,2.205068772
301,1.686100874
302,2.396347339
303,1.83557639
304,2.073737231
305,2.286615003
306,1.964088149
307,2.034358772
308,1.755991708
309,2.180335814
310,1.958411544
311,2.185673684
312,1.872494483
313,1.912880588
314,2.18832335
315,2.026424497
316,1.925136694
317,2.145600859
318,2.267724273
319,2.344649969
320,2.036983057
321,2.086891021
322,2.092417984
323,2.1757232
324,2.205432295
325,2.337419533
326,1.84399478
327,2.081459686
328,2.15217723
329,2.036968132
330,2.365869499
331,1.837695767
332,2.220702249
333,1.965563558
334,1.90553592
335,2.204447964
336,2.220498796
337,1.656217264
338,2.024248517
339,2.019997034
340,1.715006489
341,2.131076707
342,2.172498433
343,2.190706988
344,1.714634473
345,2.247006836
346,1.792191225
347,1.821152126
348,2.132967353
349,2.016936047
350,1.928379033
351,2.323133394
352,2.448349905
353,1.993951583
354,1.854745939
355,1.929584567
356,2.320456776
357,2.110555246
358,1.931500326
359,2.222878604
360,1.653814368
361,2.353252736
362,2.164635168
363,1.996810226
364,2.191551833
365,2.082423358
366,2.205564667
367,2.196082009
368,1.993331831
369,2.231259052
370,2.217496247
371,2.033739139
372,1.829051907
373,1.725582054
374,2.162752769
375,2.129247615
376,2.373420021
377,2.039288892
378,2.387702754
379,2.351583562
380,1.988339652
381,1.707488362
382,1.49280582
383,1.889948573
384,2.114791084
385,1.724841008
386,1.964000417
387,2.254309347
388,2.356020751
389,1.787099313
390,2.181859916
391,1.713298457
392,1.845734027
393,2.174868666
394,1.526182769
395,2.174933106
396,1.882586596
397,1.754651149
398,1.931133588
399,1.739986255
